id,position,bare,accented,derived_from_word_id,rank,disabled,audio,usage_en,usage_de,number_value,type,level,created_at
4456,,кипеть,кипе'ть,,4431,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_03bbaa2531447f827401bccfd20c949d.mp3,intransitive verb,,,verb,C2,2020-01-01 00:00:00
4470,,посетить,посети'ть,,4445,0,https://openrussian.org/audio-shtooka/посетить.mp3,"To visit a place, not a person",кого? что?,,verb,C2,2020-01-01 00:00:00
4560,,плясать,пляса'ть,,4535,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_81c826f178660af9b44dee0065d077ce.mp3,"Major difference between 'пляса́ть' and 'танцева́ть':\nпляса́ть = to dance (hop/waltz around) -> without rules // танцева́ть = to dance -> according to rules\n\nUsage examples:\nРебенок от радости плясал по комнате. = The child danced happily in the room.\nМы пили шампанское а танцевали танго. = We drank champagne and danced a tango.\n\nSandy","Wesentlicher Unterschied zwischen ""пляса́ть"" und танцева́ть"":\nпляса́ть = (herum)tanzen -> ohne Regeln // ""танцева́ть = tanzen -> nach Regeln\n\nAnwendungsbeispiele:\nРебенок от радости плясал по комнате. = Das Kind tanzte fröhlich im Zimmer.\nМы пили шампанское а танцевали танго. = Wir tranken Champagner und tanzten Tango.\n\nSandy",,verb,C2,2020-01-01 00:00:00
4586,,свалить,свали'ть,,4561,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_1ce8c8a92650e523b66e218c07bde9c1.mp3,"This word is often used to say ""blame,"" in the form of ""свалить вину"" (pile blame), or ""свалить все"" (pile everything).  Он свалил вину на меня.  (He blamed me.)",,,verb,C2,2020-01-01 00:00:00
4623,,сопровождаться,сопровожда'ться,,4598,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_2bed5ab1df949095b50b5cf8fab1d682.mp3,+instru.,,,verb,C2,2020-01-01 00:00:00
4624,,угодить,угоди'ть,,4599,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_579b54b5a1c262f3086ca680d9d65e88.mp3,+dative,,,verb,C2,2020-01-01 00:00:00
4668,,вопреки,вопреки',,4643,0,https://openrussian.org/audio-shtooka/вопреки.mp3,This word is a preposition. Use with dative case.,чему? кому?,,other,C2,2020-01-01 00:00:00
4692,,заведующий,заве'дующий,,4667,0,https://openrussian.org/audio-shtooka/заведующий.mp3,зав = abbreviation,,,noun,C2,2020-01-01 00:00:00
4693,,кпсс,кпсс,,4668,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_d31c5dac44836c6b74290a2e6e979af1.mp3,КПСС means. Коммунистическая партия Советского Союза = Communist Party of the Soviet Union,,,noun,C2,2020-01-01 00:00:00
4708,,северо,северо,,4683,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_7e273f1c2da7aa0ae82523c77df73296.mp3,used only in compound words like северо-восточный (north eastern),,,other,C2,2020-01-01 00:00:00
4709,,пятьсот,пятьсо'т,,4684,0,https://openrussian.org/audio-shtooka/пятьсот.mp3,"nominative: пятьсо́т\ngenitive: пятисо́т\ndative: пятиста́м\naccusative: пятьсо́т\ninstrumental: пятьюста́ми\nprepositional: пятиста́х",,,other,C2,2020-01-01 00:00:00
4725,,возвращать,возвраща'ть,,4700,0,https://openrussian.org/audio-shtooka/возвращать.mp3,+dative,что? кому?,,verb,C2,2020-01-01 00:00:00
4785,,обвинять,обвиня'ть,,4760,0,https://openrussian.org/audio-shtooka/обвинять.mp3,+В +Preposition,кого? в чём?,,verb,C2,2020-01-01 00:00:00
4804,,ленинский,ле'нинский,,4779,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_6cfe9c34065ec52c85e6c29e2700fe2e.mp3,Pertaining to Lenin,,,adjective,C2,2020-01-01 00:00:00
4805,,связать,связа'ть,,4780,0,https://openrussian.org/audio-shtooka/связать.mp3,+ с Instrumental,кого? что?,,verb,C2,2020-01-01 00:00:00
4810,,снятой,сня'той,,4785,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_52070b6457fca3d825535b9934334489.mp3,"The word снятой is mainly used in the phrase 'снято́е молоко́', see e.g. translate.academic.ru/снятой and ru.wiktionary.org/wiki/снятой. Sandy",,,adjective,C2,2020-01-01 00:00:00
4824,,видимость,ви'димость,,4799,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_6f14d61e2553e30f75d06a1d570903e9.mp3,По всей видимости: Apparently,,,noun,C2,2020-01-01 00:00:00
4846,,предварительный,предвари'тельный,,4821,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_b59ab55c549a17b714a98a87654f7672.mp3,По предварительным: According to preliminary,,,adjective,C2,2020-01-01 00:00:00
4880,,худший,ху'дший,,4855,0,https://openrussian.org/audio-shtooka/худший.mp3,"Superlative degree of худо́й and плохо́й, frequently also used for comparative degree.","Superlativ von худо́й UND плохо́й, häufig auch für den Komparativ verwendet.",,adjective,C2,2020-01-01 00:00:00
4890,,блин,блин,,4865,0,https://openrussian.org/audio-shtooka/блин.mp3,"Another example: Первый блин комом - The first pancake is lumpy\n- also used when failed at something else",,,noun,C2,2020-01-01 00:00:00
4906,,пробка,про'бка,,4881,0,https://openrussian.org/audio-shtooka/пробка.mp3,Plug for bathroom sink - Пробка для ванны,,,noun,C2,2020-01-01 00:00:00
4912,,подводной,подводно'й,,4887,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_f42a4df4615f93a213d7ebbab704561f.mp3,"подводная лодка - субмарина\nAn underwater boat - submarine",,,adjective,C2,2020-01-01 00:00:00
4990,,воображать,вообража'ть,,4965,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_ee4ad56e01da1eaf2a668cb95e3e2228.mp3,"to fancy oneself as someone- воображать себя кем-то\nto think too much of oneself - воображать о себе","что?\n\nвообража́ть о себе́ - eine hohe Meinung von sich haben",,verb,C2,2020-01-01 00:00:00
4995,,сыр,сыр,,4970,0,https://openrussian.org/audio-shtooka/сыр.mp3,"The genetive is sometimes used to indicate ""some"". This is called ""partitive"" genetive. Most nouns use genetive for partitive, but this noun has a special ""partitive"" genetive ending -у, as well as сахар - сахару, чай - чаю. E. g. Питер купит сыру. ""Peter will buy some cheese."" Πитер кyпит килограмм сыру ‘Peter will buy a kilogram of cheese’. However, the ordinary genitive may also be used in such sentences as the latter: Πитер кyпит килограмм сыра.",,,noun,C2,2020-01-01 00:00:00
5115,,поддаваться,поддава'ться,,5090,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_8a136b577905274b6960357169b82324.mp3,"Кто/что поддаваться чему.\nне поддавалось: resist +dative",,,verb,C2,2020-01-01 00:00:00
5119,,поблагодарить,поблагодари'ть,,5094,0,https://openrussian.org/audio-shtooka/поблагодарить.mp3,+Accusative,кого? за что?,,verb,C2,2020-01-01 00:00:00
5138,,овладеть,овладе'ть,,5113,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_6113c9d73bf8c5fdd26fe8f3543d80f4.mp3,+ instrumental,чем?,,verb,C2,2020-01-01 00:00:00
5144,,кура,ку'ра,,5119,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_ff9d8121ebac6a3b3984ff7f7945f501.mp3,St Petersburg slang,,,noun,C2,2020-01-01 00:00:00
5146,,ползать,по'лзать,,5121,0,https://openrussian.org/audio-shtooka/ползать.mp3,"по́лзать, = Multidirectional verb of motion.","zielgerichtet : ползти\nnicht zielgerichtet : ползать",,verb,C2,2020-01-01 00:00:00
5155,,приподняться,приподня'ться,,5130,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_ecbc250de3a14f90a5d7628d7011ef45.mp3,Perfective,,,verb,C2,2020-01-01 00:00:00
5177,,преданный,пре'данный,,5152,0,https://openrussian.org/audio-shtooka/преданный.mp3,"This word can be used to mean two opposite things.  Describing a characteristic, it means ""devoted"" or ""loyal"".  Describing a feeling using the instrumental case, it means ""betrayed.""",,,adjective,C2,2020-01-01 00:00:00
5237,,расширение,расшире'ние,,5212,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_628ff95ceef3b24d163cc3551c512e1b.mp3,расширение прав женщина,,,noun,,2020-01-01 00:00:00
5265,,рф,рф,,5240,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_8a2942f4e362053e57b07450ff7f039c.mp3,Российская Федерация,,,other,,2020-01-01 00:00:00
5271,,девяносто,девяно'сто,,5246,0,https://openrussian.org/audio-shtooka/девяносто.mp3,"nominative: девяно́сто\ngenitive: девяно́ста\ndative: девяно́ста\naccusative: девяно́сто\ninstrumental: девяно́ста\nprepositional: девяно́ста",,,other,,2020-01-01 00:00:00
5284,,удариться,уда'риться,,5259,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_6db35d6bc0f257cfb975fa2ce333b4b4.mp3,(+ Instrumental case),обо что? во что?,,verb,,2020-01-01 00:00:00
5292,,сражаться,сража'ться,,5267,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_7cf7822eff0382af96f8aecbf7101647.mp3,Physically fighting,с кем?,,verb,,2020-01-01 00:00:00
5326,,запрет,запре'т,,5301,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_2839e43cece48a909d6b0ed52cffa79d.mp3,под запретом,,,noun,,2020-01-01 00:00:00
5347,,вешать,ве'шать,,5322,0,https://openrussian.org/audio-shtooka/вешать.mp3,"This verb is about the physical process of hanging something up like a coat or a picture.  \nIt is not to be confused with висеть - повисеть which is about something that is already hanging/dangling.",,,verb,,2020-01-01 00:00:00
5352,,никитина,ники'тина,,5327,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_66f8940e411caf4597933f9058d3d79b.mp3,"Proper name, should actually be capitalized! Sandy","Eigenname, gehört eigentlich groß geschrieben! Sandy",,noun,,2020-01-01 00:00:00
5396,,брести,брести',,5371,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_19f04e29340941909f5e9b3831ca2ec3.mp3,unidirectional verb of motion,"-Verb der bestimmten (zielgerichteten) Bewegung\n-Verb der nicht zielgerichteten Bewerbung: бродить",,verb,,2020-01-01 00:00:00
5405,,двигать,дви'гать,,5380,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_fb15b6baa71feca184244713f72f1157.mp3,"+ instrumental. Movement through time or space, or the manner in which an action is performed","Konjugation auch : я дви́жу, ты дви́жешь, они дви́жут",,verb,,2020-01-01 00:00:00
5448,,гимназия,гимна'зия,,5423,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_371f5899893bd375865ec1302692eda9.mp3,"гимназия = Russian secondary school for bright children. Children pass a test, and the schooling is free. Equivalent to the UK grammar school.",,,noun,,2020-01-01 00:00:00
5510,,окликнуть,окли'кнуть,,5485,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_db0a05c901beb491083a5cfd12b0bc64.mp3,"to call but with intention to make person or object stop\n""я возвращался домой, когда кто-то окликнул меня""",кого?,,verb,,2020-01-01 00:00:00
5544,,влиять,влия'ть,,5519,0,https://openrussian.org/audio-shtooka/влиять.mp3,"влиять, повлиять на  + винительный падеж, (accusative.)",на кого? на что?,,verb,,2020-01-01 00:00:00
5587,,довестись,довести'сь,,5562,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_159ed41c8d07250655e26e795fe8f0e4.mp3,+dative in the person affected,кому?,,verb,,2020-01-01 00:00:00
5617,,английски,англи'йски,,5592,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_2e7ef4f416e8760538a380e5fe2378f8.mp3,"In Russian английски' is only used within the expression 'по-английски' (adverbial), otherwise 'английский' (adjectival), see there! Sandy",,,adverb,,2020-01-01 00:00:00
5670,,намереваться,намерева'ться,,5645,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_2f41191b7262b91b7db7beb9cddc87c2.mp3,perfective form: наме́риться,,,verb,,2020-01-01 00:00:00
5692,,чемпионат,чемпиона'т,,5667,0,https://openrussian.org/audio-shtooka/чемпионат.mp3,чемпионат мира: world cup,,,noun,,2020-01-01 00:00:00
5697,,скинуть,ски'нуть,,5672,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_964da7043dcd04d8132bca82a2355601.mp3,+dative,что? кого?,,verb,,2020-01-01 00:00:00
5774,,ухаживать,уха'живать,,5749,0,https://openrussian.org/audio-shtooka/ухаживать.mp3,used with за + instrumental,за кем? за чем?,,verb,,2020-01-01 00:00:00
5808,,путаться,пу'таться,,5783,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_59bd4e9c18a1eee4b3816e6bfa93a44a.mp3,Путаться под ногами,,,verb,,2020-01-01 00:00:00
5822,,лестничный,ле'стничный,,5797,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_7587fca3f31b16c637d7ed9936cc2524.mp3,лестничная площадка - staircase landing,,,adjective,,2020-01-01 00:00:00
5827,,послужить,послужи'ть,,5802,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_48df07a8ac62f1487f95e576266ea247.mp3,+ dative,кому? для чего? чем?,,verb,,2020-01-01 00:00:00
5849,,предшествовать,предше'ствовать,,5824,0,https://openrussian.org/audio-shtooka/предшествовать.mp3,"+ dative\nperfective form: воспредше́ствовать",чему?,,verb,,2020-01-01 00:00:00
5886,,заинтересованный,заинтересо'ванный,,5861,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_4080e9121041cc74b7bcd2279e438e6e.mp3,+ instrumental,,,adjective,,2020-01-01 00:00:00
5893,,дитя,дитя',,5868,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_c4dee5fb2c91a1fb11de46ae7d5d7ef2.mp3,"dated or poetic word, also used ironically or in smiles. For the plural (дети) see *ребёнок*.",,,noun,,2020-01-01 00:00:00
6063,,сварить,свари'ть,,6038,0,https://openrussian.org/audio-shtooka/сварить.mp3,transitive verb,,,verb,,2020-01-01 00:00:00
6083,,толя,толя,,6058,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_e31b351a0b05ddcd673d7e9809ec3458.mp3,"There is also the same proper name 'Tolja', but then it would have to be capitalized -> Толя. Sandy",,,other,,2020-01-01 00:00:00
6155,,дверной,дверно'й,,6130,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_c4d9921f112ba1ddfce61b77339544e1.mp3,"дверной замок - door lock\nдверная ручка - door knob/handle",,,adjective,,2020-01-01 00:00:00
6209,,пучок,пучо'к,,6184,0,https://openrussian.org/audio-shtooka/пучок.mp3,"In relation to hairstyles, this is the term for the classic 'up-do' or hair bun/knot style",,,noun,,2020-01-01 00:00:00
6216,,вмешательство,вмеша'тельство,,6191,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_5c745a57f3bec88507d74afd27156924.mp3,оперативное вмешательство: surgical intervention,,,noun,,2020-01-01 00:00:00
6231,,боеприпас,боеприпа'с,,6206,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_a149dfb878b6f6fcada948b85e387566.mp3,usually used in the plural. боеприпасы,,,noun,,2020-01-01 00:00:00
6316,,пушкинский,пу'шкинский,,6291,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_131ac5305a7134634956cf154c4ade69.mp3,referring to Alexander Pushkin.,,,adjective,,2020-01-01 00:00:00
6334,,сей,сей,,580,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_fb5830a07d50650226640b9bd740510b.mp3,"Demonstrative pronoun, inflection see ru.wiktionary.org/wiki/сей\n\nСей is mainly used compounded with other words or in certain set phrases: e.g. сего́дня ―  today",,,other,B1,2020-01-01 00:00:00
6344,,здороваться,здоро'ваться,,6319,0,https://openrussian.org/audio-shtooka/здороваться.mp3,"Object takes the instrumental case.  Она поздоровалась с ним.  -  She said hi to him.\n\nWishing good health to someone - здоровье - health",с кем?,,verb,,2020-01-01 00:00:00
6368,,запутаться,запу'таться,,6343,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_ff604394058dc7ec233dc213d7d683c9.mp3,used with в prepositional,,,verb,,2020-01-01 00:00:00
6415,,пьяница,пья'ница,,6390,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_f5b85ec404b84a3609e79c2914d756e2.mp3,"In the above case natural gender dominates grammatical gender, i.e. пьяница can be masculine or feminine. Sandy",,,noun,,2020-01-01 00:00:00
6445,,восхищаться,восхища'ться,,6420,0,https://openrussian.org/audio-shtooka/восхищаться.mp3,+ instrumental,кем? чем?,,verb,,2020-01-01 00:00:00
6486,,жопа,жо'па,,6461,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_072a036596cb88bb18231c6191107225.mp3,Wrong pronunciation,,,noun,,2020-01-01 00:00:00
6496,,юбилей,юбиле'й,,6471,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_153c342600e0512882c205111555a304.mp3,"День рождение is a generic term for someone's birthday on any given year. Юбилей can also mean birthday, but it is usually reserved only for numerically significant years, such as 18 or those divisible by 10 or 25.",,,noun,,2020-01-01 00:00:00
6558,,сочувствовать,сочу'вствовать,,6533,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_9b38e0e9b610184e4622fc8ecec8da93.mp3,+dative,кому? чему?,,verb,,2020-01-01 00:00:00
6617,,бах,бах,,6592,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_de29239d521891cac866522f389fb080.mp3,"Linguistically, 'бах' is a so-called onomatopoeic word, i.e. it tries to imitate specific environmental sounds. Sandy",,,other,,2020-01-01 00:00:00
6620,,рассматриваться,рассма'триваться,,6595,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_304d5a621bb13ed281653a5aa9dd2217.mp3,+instrumental,,,verb,,2020-01-01 00:00:00
6635,,каникулы,кани'кулы,,6610,0,https://openrussian.org/audio-shtooka/каникулы.mp3,UK = School hols,,,noun,,2020-01-01 00:00:00
6778,,наполнять,наполня'ть,,6753,0,https://openrussian.org/audio-shtooka/наполнять.mp3,يملئ чем?,чем? что?,,verb,,2020-01-01 00:00:00
6781,,безо,бе'зо,,6756,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_447d1354dfb910130d597ea748112f0b.mp3,"Used before the genitive case of весь and вся́кий. Also used before the genitive case of words like лёд, лоб and сон. (бе́зо льда, бе́зо лба, бе́зо сна)",,,other,,2020-01-01 00:00:00
6851,,полезно,поле'зно,2190,6826,0,https://openrussian.org/audio-shtooka/полезно.mp3,+ dative,,,adverb,,2020-01-01 00:00:00
6877,,справляться,справля'ться,,6852,0,https://openrussian.org/audio-shtooka/справляться.mp3,يتعامل с кем?,,,verb,,2020-01-01 00:00:00
6991,,развестись,развести'сь,,6966,0,https://openrussian.org/audio-shtooka/развестись.mp3,С кем?,,,verb,,2020-01-01 00:00:00
7007,,валиться,вали'ться,,6982,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_266df240c0870c4910e7f76137cee05f.mp3,"Валиться из рук\nвалиться в ноги",,,verb,,2020-01-01 00:00:00
7054,,указательный,указа'тельный,,7029,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_0e62e4cc842c766a1da92205e7f1340c.mp3,"Please note that 'указательный' does not automatically mean the index finger on its own, but only in the context of 'палец'. Sandy",,,adjective,,2020-01-01 00:00:00
7060,,ти,ти,,7035,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_8715394abea6bec0ff8cf2a5ebea6f60.mp3,"@Yggdrasil: Please note, that the Russian word 'ти' has nothing to do with the English letter 't'. For further informations on the topic, please read ru.wiktionary.org/wiki/ти. Sandy",,,noun,,2020-01-01 00:00:00
7071,,поздравить,поздра'вить,,7046,0,https://openrussian.org/audio-shtooka/поздравить.mp3,+ genitive,кого? с чем?,,verb,,2020-01-01 00:00:00
7092,,отразиться,отрази'ться,,7067,0,https://openrussian.org/audio-shtooka/отразиться.mp3,на (+ prepositional),,,verb,,2020-01-01 00:00:00
7095,,безымянный,безымя'нный,,7070,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_308488aee75538c866c9aa97887ebea0.mp3,Please do not confuse fourth finger with index finger. Sandy,,,adjective,,2020-01-01 00:00:00
7120,,четыреста,четы'реста,,7095,0,https://openrussian.org/audio-shtooka/четыреста.mp3,"четы́реста\nчетырёхсо́т\nчетырёмста́м\nчеты́реста\nчетырьмяста́ми\nчетырёхста́х",,,other,,2020-01-01 00:00:00
7207,,увлекаться,увлека'ться,,7182,0,https://openrussian.org/audio-shtooka/увлекаться.mp3,+ instrumental,кем? чем?,,verb,,2020-01-01 00:00:00
7209,,заводской,заводско'й,,7184,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_677f91bc4b753122a2d0adc6a529690e.mp3,pertaining to a factory.,,,adjective,,2020-01-01 00:00:00
7212,,полюбоваться,полюбова'ться,,7187,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_d5fed5791af8c98c93631f4517925ec0.mp3,+instrumental,кем? чем?,,verb,,2020-01-01 00:00:00
7294,,камешек,ка'мешек,,7269,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_bdac8583802d2443b72487b3a9f0bda2.mp3,"Бросать камешек в чей огород\nКамешек в огород чей",,,noun,,2020-01-01 00:00:00
7373,,подлежать,подлежа'ть,,7348,0,https://openrussian.org/audio-shtooka/подлежать.mp3,+dative,чему?,,verb,,2020-01-01 00:00:00
7599,,ограничиться,ограни'читься,,7574,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_79694fb744c83d2c7923d958a42a1caf.mp3,+ instrumental,чем?,,verb,,2020-01-01 00:00:00
7698,,ожидаться,ожида'ться,,7673,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_3eccd7e282ff08cf4b1fe8e1a827ff35.mp3,only 3rd person singular regularly used.,,,verb,,2020-01-01 00:00:00
7752,,зек,зек,,7727,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_f082de7043527960195c658aa31a1de1.mp3,"The terms зк, зек / зэк, зека are derived from 'Заключённый каналоармеец', which means a labor convict of a Gulag of the Stalin era.","Die Begriffe зк, зек / зэк, зека sind abgeleitet von ""Заключённый каналоармеец"", darunter versteht man einen Arbeitssträfling eines Gulags der Stalin Ära.",,noun,,2020-01-01 00:00:00
7793,,пользование,по'льзование,,7768,0,https://openrussian.org/audio-shtooka/пользование.mp3,+ case 5 (instr),,,noun,,2020-01-01 00:00:00
7942,,говно,говно',,7917,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_32be89b9d2f8853d4b06c7866277f14a.mp3,زقان,,,noun,,2020-01-01 00:00:00
7966,,дачный,да'чный,,7941,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_54597853b1637e3dfcf7299256cf3688.mp3,"дачная мебель ―  dacha furniture\nдачный сезон ― summer season, dacha season",,,adjective,,2020-01-01 00:00:00
8061,,профсоюз,профсою'з,,8036,0,https://openrussian.org/audio-shtooka/профсоюз.mp3,Short form of 'профессиональный союз'..,"KUrzform von ""профессиональный союз"" .",,noun,,2020-01-01 00:00:00
8087,,смущённый,смущённый,,8062,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_1731afc8ea154d8edb2b2369380a1b4d.mp3,"В полных причастиях всегда пишется -НН-, а кратких -Н-. В прилагательных же возможно написание -НН- и -Н- как в полной, так и в кратких формах.\nSource: www.bolshoyvopros.ru\n\nWith full participles, the long form is always written -НН- and the short form -Н-. With adjectives it is possible to write -НН- and -Н- both in the long form and in the short form.\nSandy",,,adjective,,2020-01-01 00:00:00
8140,,поводок,поводо'к,,8115,0,https://openrussian.org/audio-shtooka/поводок.mp3,"as in the example: ""Tom walks his dog on a leash.""",,,noun,,2020-01-01 00:00:00
8188,,настежь,на'стежь,,8163,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_354e2c0324acc3e6c7ff60a9f1462442.mp3,открыть настежь to open wide,,,other,,2020-01-01 00:00:00
8220,,детдом,детдо'м,,8195,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_6dd898373e8ce63cd6c397d277c3f7bd.mp3,shortening of детский дом,,,noun,,2020-01-01 00:00:00
8221,,студентка,студе'нтка,,8196,0,https://openrussian.org/audio-shtooka/студентка.mp3,учени́ца is for high school students.  If you are talking about some who attends university then use студентка,,,noun,,2020-01-01 00:00:00
8278,,карниз,карни'з,,8253,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_5669a8b9c9972c7390f4c3d78b438751.mp3,карниз для штор - curtain rail/pole,,,noun,,2020-01-01 00:00:00
8288,,взвиться,взви'ться,,8263,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_67fc3dc180738f15759a57f003b35b35.mp3,"Common saying; взви́ться под потоло́к ― to lose one's temper; blow one's top",,,verb,,2020-01-01 00:00:00
8301,,промелькнуть,промелькну'ть,,8276,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_7cc1b8c7bbd11a3d83fceb7b5a62391f.mp3,промелькивать,,,verb,,2020-01-01 00:00:00
8344,,спелый,спе'лый,,8319,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_0161802132225d0d475ceaaf420b6b6c.mp3,Used when referring to fruit.,,,adjective,,2020-01-01 00:00:00
8536,,горох,горо'х,,8511,0,https://openrussian.org/audio-shtooka/горох.mp3,"при Царе Горохе: under Tsar Gorokh (a very long time ago)\nкак об стенку горох: falling on deaf ears (literally: like peas [bouncing] off the wall)",,,noun,,2020-01-01 00:00:00
8541,,воз,воз,,8516,0,https://openrussian.org/audio-shtooka/воз.mp3,For this word there is also a remains of a locative: (на) возу́ and a partitive: (с) во́зу.,Für dieses Wort gibt es außerdem einen (Rest)lokativ: (на) возу́ und einen Partitiv: (с) во́зу.,,noun,,2020-01-01 00:00:00
8594,,сверх,сверх,,8569,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_09ea3d7585a1e36f2eaff6c4df772be0.mp3,preposition + genitive case,сверх всякого ожидания - entgegen allen Erwartungen,,other,,2020-01-01 00:00:00
8636,,переплёт,переплёт,,8611,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_a51e270538622292cb826de1072a5f4c.mp3,твердый переплёте: hardcover,,,noun,,2020-01-01 00:00:00
8683,,житься,жи'ться,,8658,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_8a6e4c6b41a03c745a6e94d2173b486f.mp3,мне здесь хорошо живётся - life isn't bad here,,,verb,,2020-01-01 00:00:00
8685,,вдаль,вдаль,,8660,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_a5ea3382cc2db34c07701bb3607da11a.mp3,Смотрим вдаль!:  Looking into the distance!,,,other,,2020-01-01 00:00:00
